#n,New period,linear_trend,multiplicative trend,White noise,AR,MA,Changing growth,Weekly freq,Monthly freq,Varying freq
3331,0,18.30709771,-1.812538193,-0.024037128,0.368734305,0.108243613,29.28410946,-0.483114472,-0.992373925,0.759065153
3332,0,18.61419542,-1.64264735,0.056572081,0.656402028,0.183631755,55.77299001,0.123791791,-0.974053008,0.805616854
3333,0,18.92129313,-1.48868053,0.351620739,0.943387348,0.098746194,103.5605088,0.683413797,-0.945060163,0.998033656
3334,0,19.22839083,-1.349145159,0.034844518,0.73210195,0.115436321,187.3508874,0.981994961,-0.905713041,0.861397622
3335,0,19.53548854,-1.222688564,0.085080153,0.859490239,0.070667984,329.994199,0.905487427,-0.856442738,0.812704729
3336,0,19.84258625,-1.10808486,0.331461018,1.185461606,0.105350721,565.4925081,0.483114472,-0.797789069,0.738432528
3337,0,20.14968396,-1.004223065,-0.168768068,0.877703921,0.133295792,942.0640061,-0.123791791,-0.730394655,0.682096304
3338,0,20.45678167,-0.910096329,-0.364976738,0.771703374,0.103272525,1524.440168,-0.683413797,-0.654997885,0.572287206
3339,0,20.76387938,-0.824792178,-0.475518705,0.584707077,0.000687529,2394.08096,-0.981994961,-0.572424822,0.079966951
3340,0,21.07097708,-0.747483662,0.381129131,1.369355888,-0.127852701,3645.561982,-0.905487427,-0.483580152,-0.015670553
3341,0,21.37807479,-0.677421343,0.468603874,1.639249338,-0.047279986,5377.253523,-0.483114472,-0.389437276,-0.168146657
3342,0,21.6851725,-0.613926028,0.384821079,1.695957584,-0.03974232,7674.887111,0.123791791,-0.291027645,-0.244202994
3343,0,21.99227021,-0.556382187,0.406479081,1.94027794,0.110256807,10587.97903,0.683413797,-0.189429453,-0.385810248
3344,0,22.29936792,-0.504231982,0.236521677,1.972056462,0.20356718,14101.44632,0.981994961,-0.085755833,-0.520149261
3345,0,22.60646563,-0.456969863,0.365201333,2.45005525,0.315419017,18107.80065,0.905487427,0.018857346,-0.6206841
3346,0,22.91356334,-0.414137664,0.15260685,2.517259418,0.324422187,22388.1846,0.483114472,0.12326392,-0.82558324
3347,0,23.22066104,-0.375320167,-0.032588685,2.538960889,0.252524442,26611.88108,-0.123791791,0.226319989,-0.881001939
3348,0,23.52775875,-0.340141069,0.498244776,3.283138686,0.20044105,30362.32951,-0.683413797,0.326896448,-0.921146993
3349,0,23.83485646,-0.308259339,-0.206135782,2.875005664,0.207089283,33192.2601,-0.981994961,0.423891362,-0.999987559
3350,0,24.14195417,-0.279365912,-0.347431799,2.979292704,0.10992722,34701.82027,-0.905487427,0.516242033,-0.996688316
3351,0,24.44905188,-0.253180693,0.369930896,3.814079745,0.04396418,34623.85383,-0.483114472,0.602936648,-0.971825706
3352,0,24.75614959,-0.229449838,0.138023276,3.844636014,0.021613788,32893.60327,0.123791791,0.683025364,-0.89504204
3353,0,25.06324729,-0.207943297,-0.217011754,3.906773403,0.062206609,29679.93687,0.683413797,0.75563071,-0.846376214
3354,0,25.370345,-0.188452584,0.477196113,4.726128341,-0.010163986,25363.73617,0.981994961,0.819957208,-0.777634086
3355,0,25.67744271,-0.170788753,-0.212722635,4.42484729,0.071124214,20464.70778,0.905487427,0.875300084,-0.665313669
3356,0,25.98454042,-0.154780569,0.007907697,5.046147741,0.061698757,15535.23174,0.483114472,0.921052989,-0.603479846
3357,0,26.29163813,-0.140272846,0.253199357,5.589661451,0.079641245,11051.71774,-0.123791791,0.956714644,-0.21950358
3358,0,26.59873584,-0.127124946,0.431437915,6.142278919,0.016682322,7334.70451,-0.683413797,0.981894334,-0.079049062
3359,0,26.90583355,-0.11520941,-0.181229811,6.167136763,0.17754945,4517.774272,-0.981994961,0.996316183,0.248590479
3360,0,27.21293125,-0.104410728,0.09543311,6.73411244,0.053472047,2567.084834,-0.905487427,0.999822184,0.358595418
3361,0,27.52002896,-0.094624216,0.355400656,7.537352112,0.122414474,1336.149398,-0.483114472,0.992373925,0.700353919
3362,0,27.82712667,-0.085755003,0.220830261,8.009897358,0.132553203,631.6871444,0.123791791,0.974053008,0.750765778
3363,0,28.13422438,-0.077717109,0.322747166,8.755744909,0.169888654,268.4928192,0.683413797,0.945060163,0.871085149
3364,0,28.44132209,-0.070432614,-0.21751182,8.824049506,0.155037861,101.306309,0.981994961,0.905713041,0.944906898
3365,0,28.7484198,-0.063830901,0.353029737,10.00401135,0.11759583,33.38941916,0.905487427,0.856442738,0.993601208
3366,0,29.0555175,-0.057847973,0.15215293,10.6104759,0.196140295,9.411232113,0.483114472,0.797789069,0.958990287
3367,0,29.36261521,-0.05242583,0.35037931,11.54879978,0.106364751,2.20351457,-0.123791791,0.730394655,0.920697104
3368,0,29.66971292,-0.04751191,0.02869434,12.15018683,0.200484349,0.410758554,-0.683413797,0.654997885,0.858449558
3369,0,29.97681063,-0.043058576,0.469783044,13.33904557,0.096430729,0.056965886,-0.981994961,0.572424822,0.797840198
3370,0,30.28390834,-0.039022657,-0.043382316,13.95393854,0.252318386,0.005181535,-0.905487427,0.483580152,0.718008756
3371,0,30.59100605,-0.035365028,0.230167366,15.16562706,0.136198372,0.000224011,-0.483114472,0.389437276,0.649693044
3372,0,30.89810376,-0.032050232,0.339284879,16.40382288,0.210117955,-1.01E-06,0.123791791,0.291027645,0.579548261
3373,0,31.20520146,-0.029046135,-0.254107094,16.95788259,0.147102875,5.26E-08,0.683413797,0.189429453,0.505477984
3374,0,31.51229917,-0.026323614,-0.295558562,18.11954465,0.133871005,-5.25E-09,0.981994961,0.085755833,0.31164107
3375,0,31.81939688,-0.023856278,0.481085544,19.99998029,0.006078625,7.76E-10,0.905487427,-0.018857346,0.193839166
3376,0,32.12649459,-0.021620207,0.395842098,21.38528197,0.065851286,-1.52E-10,0.483114472,-0.12326392,-0.075839736
3377,0,32.4335923,-0.019593726,0.300516473,22.8850001,0.105199129,3.69E-11,-0.123791791,-0.226319989,-0.210393413
3378,0,32.74069001,-0.017757188,0.060344948,24.19806992,0.147604715,-1.07E-11,-0.683413797,-0.326896448,-0.326315395
3379,0,33.04778771,-0.016092791,0.205850908,26.03094296,0.153119184,3.63E-12,-0.981994961,-0.423891362,-0.860331471
3380,0,33.35488542,-0.014584399,0.08031881,27.84320442,0.247501683,-1.40E-12,-0.905487427,-0.516242033,-0.948432501
3381,0,33.66198313,-0.01321739,0.253780372,29.92209769,0.163855113,6.09E-13,-0.483114472,-0.602936648,-0.975570382
3382,0,33.96908084,-0.011978512,0.139878826,31.91121378,0.166381751,-2.93E-13,0.123791791,-0.683025364,-0.943699648
3383,0,34.27617855,-0.010855756,0.43541272,34.37318964,0.117051714,1.55E-13,0.683413797,-0.75563071,-0.900189336
3384,0,34.58327626,-0.009838236,-0.113005504,36.30180836,0.205872683,-8.96E-14,0.981994961,-0.819957208,-0.852290685
3385,0,34.89037397,-0.008916089,-0.167175472,38.72157642,0.120247528,5.60E-14,0.905487427,-0.875300084,-0.724923589
3386,0,35.19747167,-0.008080376,0.258419132,41.78309482,0.114428945,-3.77E-14,0.483114472,-0.921052989,-0.624361614
3387,0,35.50456938,-0.007322995,-0.48499764,43.89330526,0.072170653,2.71E-14,-0.123791791,-0.956714644,-0.076904724
3388,0,35.81166709,-0.006636604,0.123968993,47.45682974,-0.027685298,-2.08E-14,-0.683413797,-0.981894334,0.01723567
3389,0,36.1187648,-0.006014549,0.379629558,50.86557738,-0.028267811,1.70E-14,-0.981994961,-0.996316183,0.161054001
3390,0,36.42586251,-0.0054508,0.315348055,54.31100374,-0.023142906,-1.47E-14,-0.905487427,-0.999822184,0.253930654
3391,0,36.73296022,-0.004939892,-0.462889289,57.41065563,0.131787988,1.34E-14,-0.483114472,-0.992373925,0.345749223
3392,0,37.04005792,-0.004476871,-0.359382622,61.20407573,-0.020282977,-1.28E-14,0.123791791,-0.974053008,0.424534262
3393,0,37.34715563,-0.00405725,-0.233655994,65.50971673,0.004375899,1.29E-14,0.683413797,-0.945060163,0.493164611
3394,0,37.65425334,-0.00367696,-0.21317945,69.91522122,-0.101358501,-1.36E-14,0.981994961,-0.905713041,0.759488641
3395,0,37.96135105,-0.003332315,-0.362818694,74.44789129,-0.15737999,1.50E-14,0.905487427,-0.856442738,0.950988685
3396,0,38.26844876,-0.003019975,-0.198990809,79.47716767,-0.276238931,-1.73E-14,0.483114472,-0.797789069,0.999876196
3397,0,38.57554647,-0.00273691,-0.164431034,84.83670212,-0.230576195,2.07E-14,-0.123791791,-0.730394655,0.99691274
3398,0,38.88264418,-0.002480377,-0.12994198,90.61065011,-0.21037835,-2.57E-14,-0.683413797,-0.654997885,0.985505441
3399,0,39.18974188,-0.002247889,-0.423224359,96.42406034,-0.174675954,3.33E-14,-0.981994961,-0.572424822,0.797808624
3400,0,39.49683959,-0.002037192,-0.234751937,103.0282595,-0.222617605,-4.46E-14,-0.905487427,-0.483580152,0.706183363
3401,0,39.8039373,-0.001846244,0.052654537,110.2401506,-0.190679013,6.20E-14,-0.483114472,-0.389437276,0.64399561
3402,0,40.11103501,-0.001673194,0.211447727,117.8636571,-0.16774817,-8.90E-14,0.123791791,-0.291027645,0.446099112
3403,0,40.41813272,-0.001516364,-0.297049501,125.4106481,-0.080129927,1.32E-13,0.683413797,-0.189429453,0.355611699
3404,0,40.72523043,-0.001374234,-0.112183831,134.0111659,-0.112630028,-2.02E-13,0.981994961,-0.085755833,0.226368738
3405,0,41.03232813,-0.001245426,0.067581912,143.2749134,-0.05038144,3.20E-13,0.905487427,0.018857346,-0.0698865
3406,0,41.33942584,-0.001128691,-0.440815333,152.5280621,-0.039395989,-5.20E-13,0.483114472,0.12326392,-0.164410932
3407,0,41.64652355,-0.001022898,-0.491725168,162.7784958,-0.09572997,8.71E-13,-0.123791791,0.226319989,-0.256854894
3408,0,41.95362126,-0.000927021,0.23434403,174.3538288,-0.205771364,-1.50E-12,-0.683413797,0.326896448,-0.34060379
3409,0,42.26071897,-0.00084013,0.016807988,186.0016809,-0.14411408,2.66E-12,-0.981994961,0.423891362,-0.437974353
3410,0,42.56781668,-0.000761384,0.337700179,198.9986706,-0.116675985,-4.83E-12,-0.905487427,0.516242033,-0.516325165
3411,0,42.87491439,-0.000690019,-0.033909398,212.1384869,-0.014983932,9.01E-12,-0.483114472,0.602936648,-0.711743881
3412,0,43.18201209,-0.000625343,-0.113926887,226.462816,-0.010340656,-1.72E-11,0.123791791,0.683025364,-0.774088697
3413,0,43.4891098,-0.000566729,-0.30664961,241.7415936,0.095421039,3.38E-11,0.683413797,0.75563071,-0.842066638
3414,0,43.79620751,-0.000513609,-0.318762459,258.0234349,-0.039000174,-6.80E-11,0.981994961,0.819957208,-0.897534643
3415,0,44.10330522,-0.000465468,-0.400652382,275.4540385,-0.076264574,1.40E-10,0.905487427,0.875300084,-0.975058449
3416,0,44.41040293,-0.000421839,0.271418043,294.6561164,-0.212333705,-2.94E-10,0.483114472,0.921052989,-0.993470179
3417,0,44.71750064,-0.0003823,-0.37289586,314.0410197,-0.139527404,6.33E-10,-0.123791791,0.956714644,-0.883811341
3418,0,45.02459834,-0.000346466,-0.087944797,335.577783,-0.212968765,-1.39E-09,-0.683413797,0.981894334,-0.697448127
3419,0,45.33169605,-0.000313992,-0.011690468,358.4022403,-0.111093274,3.13E-09,-0.981994961,0.996316183,-0.641729962
3420,1,-14,4,-0.46599387,303.1554137,-0.160714532,18,0.885202985,-0.980432258,0.361828381
3421,0,-13.50600176,3.736666303,0.427467004,312.3770163,-0.114911685,35.17312408,0.442703631,-0.954484212,0.243141994
3422,0,-13.01200353,3.490668765,0.141484834,320.734868,-0.116399102,67.11471377,-0.168893463,-0.918078638,0.149311128
3423,0,-12.51800529,3.260866088,0.241768173,324.372581,-0.043255516,124.9801707,-0.715978995,-0.871614401,0.033607551
3424,0,-12.02400706,3.046192107,-0.283322954,318.5942568,0.078702914,226.9952095,-0.989584886,-0.815600575,-0.257789896
3425,0,-11.53000882,2.84565085,-0.437315907,308.250177,-0.01467876,401.8523985,-0.885202985,-0.750650859,-0.397170935
3426,0,-11.03601059,2.65831191,-0.188077133,311.2591916,0.071556309,692.9441061,-0.442703631,-0.677476854,-0.534014044
3427,0,-10.54201235,2.483306135,-0.19456779,312.2748696,-0.093086612,1163.063124,0.168893463,-0.596880271,-0.682326532
3428,0,-10.04801412,2.319821588,-0.339589913,310.175557,-0.169996933,1898.700073,0.715978995,-0.509744143,-0.753259575
3429,0,-9.55401588,2.16709979,-0.241636623,306.5268594,-0.305834444,3012.405459,0.989584886,-0.417023152,-0.99895666
3430,0,-9.060017644,2.02443219,0.234941179,304.5559225,-0.303780572,4640.985616,0.885202985,-0.319733168,-0.994673132
3431,0,-8.566019409,1.891156887,0.380152683,304.5276536,-0.16932296,6936.82057,0.442703631,-0.21894012,-0.955577318
3432,0,-8.072021173,1.766655553,0.438156193,303.3469716,-0.068779234,10049.71453,-0.168893463,-0.115748318,-0.916611799
3433,0,-7.578022938,1.650350569,-0.335066817,300.5538327,0.066356203,14097.85847,-0.715978995,-0.011288354,-0.824731804
3434,0,-7.084024702,1.54170234,0.370225382,299.246061,0.088232741,19129.02159,-0.989584886,0.093295288,-0.569891327
3435,0,-6.590026467,1.440206795,-0.439408596,297.1427696,0.260932279,25076.93703,-0.885202985,0.196856768,-0.023146361
3436,0,-6.096028231,1.345393051,0.169406413,296.4190392,0.084228619,31722.30477,-0.442703631,0.298261443,0.091576252
3437,0,-5.602029996,1.256821219,-0.015048521,294.5798054,0.098623098,38671.44451,0.168893463,0.396398303,0.180068879
3438,0,-5.10803176,1.174080375,-0.194983499,292.5946752,-0.097680249,45366.40265,0.715978995,0.490192141,0.257822969
3439,0,-4.614033524,1.096786643,0.428348207,291.6595588,0.012206074,51136.39779,0.989584886,0.578615331,0.521824782
3440,0,-4.120035289,1.024581423,-0.388969873,289.3791816,-0.037549043,55291.17767,0.885202985,0.660699091,0.632662395
3441,0,-3.626037053,0.957129719,-0.495721908,287.7691093,-0.00839326,57243.58784,0.442703631,0.735544093,0.690259423
3442,0,-3.132038818,0.894118593,-0.227655956,286.336714,-0.09504213,56635.31015,-0.168893463,0.80233032,0.770405669
3443,0,-2.638040582,0.835255704,-0.000790214,284.9666944,-0.187795781,53431.80863,-0.715978995,0.860326048,0.890250175
3444,0,-2.144042347,0.780267961,0.480234363,283.9210164,-0.126695942,47954.98249,-0.989584886,0.908895864,0.998722857
3445,0,-1.650044111,0.728900249,0.377708072,282.2227511,-0.168541052,40836.60331,-0.885202985,0.947507626,0.923157747
3446,0,-1.156045876,0.68091425,0.338304528,280.7545762,-0.025247838,32898.9341,-0.442703631,0.975738297,0.865218611
3447,0,-0.66204764,0.636087333,-0.355774971,278.7001838,0.186059292,24992.86345,0.168893463,0.993278575,0.82398967
3448,0,-0.168049404,0.594211526,-0.497618764,277.1167374,0.179837584,17838.62041,0.715978995,0.999936285,0.760183306
3449,0,0.325948831,0.555092547,0.0730569,276.1939811,0.133479859,11912.82717,0.989584886,0.995638483,0.549685378
3450,0,0.819947067,0.518548903,0.26569811,274.847118,0.009662793,7408.27107,0.885202985,0.980432258,0.389607636
3451,0,1.313945302,0.484411054,0.298857402,273.3566743,-0.043777279,4266.689344,0.442703631,0.954484212,0.107464408
3452,0,1.807943538,0.452520615,0.147106943,271.7013041,-0.074973924,2261.338352,-0.168893463,0.918078638,-0.040066889
3453,0,2.301941773,0.422729634,0.255411983,270.4707638,0.027198676,1094.62527,-0.715978995,0.871614401,-0.12564786
3454,0,2.795940009,0.394899894,-0.336804482,268.6107486,0.219650812,479.5807879,-0.989584886,0.815600575,-0.198706943
3455,0,3.289938245,0.368902282,0.126542577,267.5928604,0.146030191,188.0847296,-0.885202985,0.750650859,-0.287026322
3456,0,3.78393648,0.344616182,-0.19775163,265.8333541,0.139354714,65.12399045,-0.442703631,0.677476854,-0.365741173
3457,0,4.277934716,0.321928918,-0.08341716,264.463249,-0.009661027,19.55742483,0.168893463,0.596880271,-0.770250708
3458,0,4.771932951,0.300735235,-0.200823468,262.9207471,-0.017664311,4.974881836,0.715978995,0.509744143,-0.994451769
3459,0,5.265931187,0.280936805,-0.41011453,261.2361751,-0.164298137,1.036941985,0.989584886,0.417023152,-0.999773736
3460,0,5.759929422,0.262441773,-0.332793163,259.8824459,-0.137905001,0.168500946,0.885202985,0.319733168,-0.994304328
3461,0,6.253927658,0.245164332,-0.071726795,258.629127,-0.250082679,0.019640537,0.442703631,0.21894012,-0.973057086
3462,0,6.747925893,0.229024325,-0.099647301,257.1724604,-0.233487565,0.001387071,-0.168893463,0.115748318,-0.954117071
3463,0,7.241924129,0.213946869,0.151675913,255.9588876,-0.24887707,3.42E-05,-0.715978995,0.011288354,-0.924389366
3464,0,7.735922365,0.199862014,-0.234725752,254.1869489,-0.180985289,-7.28E-07,-0.989584886,-0.093295288,-0.892436251
3465,0,8.2299206,0.186704414,-0.102068507,252.9509341,-0.145758527,4.89E-08,-0.885202985,-0.196856768,-0.780278282
3466,0,8.723918836,0.174413023,0.090624095,251.8001381,-0.059710297,-5.53E-09,-0.442703631,-0.298261443,-0.60039161
3467,0,9.217917071,0.162930816,-0.054102951,250.3058527,-0.054160721,8.80E-10,0.168893463,-0.396398303,-0.422096202
3468,0,9.711915307,0.152204523,-0.136510563,248.8474639,-0.027581857,-1.80E-10,0.715978995,-0.490192141,-0.253460453
3469,0,10.20591354,0.142184378,-0.119333003,247.4640776,-0.094627418,4.53E-11,0.989584886,-0.578615331,-0.017312539
3470,0,10.69991178,0.132823893,0.494994086,246.785722,-0.06744766,-1.34E-11,0.885202985,-0.660699091,0.468531522
3471,0,11.19391001,0.124079642,-0.330647574,244.7251923,0.052298176,4.61E-12,0.442703631,-0.735544093,0.669573534
3472,0,11.68790825,0.115911054,-0.43148842,243.2085042,-0.050811703,-1.79E-12,-0.168893463,-0.80233032,0.721091221
3473,0,12.18190648,0.108280232,-0.275004339,242.006822,-0.073450894,7.78E-13,-0.715978995,-0.860326048,0.796123959
3474,0,12.67590472,0.101151774,-0.333891791,240.6561747,-0.138120123,-3.74E-13,-0.989584886,-0.908895864,0.858800941
3475,0,13.16990296,0.094492606,0.253125399,239.8886205,-0.15205075,1.97E-13,-0.885202985,-0.947507626,0.900282701
3476,0,13.66390119,0.088271834,0.0855041,238.2925283,-0.250490203,-1.13E-13,-0.442703631,-0.975738297,0.963964231
3477,0,14.15789943,0.082460597,0.364557509,237.2825722,-0.193629629,6.97E-14,0.168893463,-0.993278575,0.933360464
3478,0,14.65189766,0.077031934,-0.087657255,235.6685777,0.006225244,-4.63E-14,0.715978995,-0.999936285,0.84705164
3479,0,15.1458959,0.071960658,-0.292508066,234.2476108,0.028567358,3.29E-14,0.989584886,-0.995638483,0.739678045
3480,0,15.63989413,0.067223241,-0.249075213,233.0625859,0.104844537,-2.49E-14,0.885202985,-0.980432258,0.670571267
3481,0,16.13389237,0.062797705,-0.29463234,231.6848154,-0.021784046,2.00E-14,0.442703631,-0.954484212,0.595168556
3482,0,16.6278906,0.058663517,-0.45290247,230.2211606,-0.091328314,-1.69E-14,-0.168893463,-0.918078638,0.509532292
3483,0,17.12188884,0.054801497,-0.460360218,228.8129195,-0.278364211,1.51E-14,-0.715978995,-0.871614401,0.443340064
3484,0,17.61588708,0.051193727,-0.493882094,227.4489741,-0.362857107,-1.42E-14,-0.989584886,-0.815600575,0.304940014
3485,0,18.10988531,0.047823468,0.152439869,226.7718704,-0.40746539,1.40E-14,-0.885202985,-0.750650859,0.235303442
3486,0,18.60388355,0.044675086,-0.41917345,224.9290252,-0.337092482,-1.45E-14,-0.442703631,-0.677476854,0.118785417
3487,0,19.09788178,0.041733972,0.180325326,224.1707002,-0.388145342,1.56E-14,0.168893463,-0.596880271,0.045667742
3488,0,19.59188002,0.038986482,0.386303768,223.1826521,-0.218937937,-1.75E-14,0.715978995,-0.509744143,-0.17787285
3489,0,20.08587825,0.036419868,-0.175535351,221.5095157,-0.100928299,2.05E-14,0.989584886,-0.417023152,-0.271827313
3490,0,20.57987649,0.034022223,0.499403102,221.0063632,0.032353966,-2.49E-14,0.885202985,-0.319733168,-0.342568291
3491,0,21.07387472,0.031782424,-0.414117278,218.9522857,0.086389326,3.15E-14,0.442703631,-0.21894012,-0.418206153
3492,0,21.56787296,0.029690078,-0.121631009,218.1044625,0.087142023,-4.11E-14,-0.168893463,-0.115748318,-0.519197188
3493,0,22.0618712,0.027735479,-0.032707703,217.0137308,0.098577045,5.57E-14,-0.715978995,-0.011288354,-0.619795025
3494,0,22.55586943,0.025909557,0.454554987,216.2908363,-0.075367118,-7.79E-14,-0.989584886,0.093295288,-0.876433803
3495,0,23.04986767,0.024203842,0.062664424,214.8257129,0.098309154,1.13E-13,-0.885202985,0.196856768,-0.987509966
3496,0,23.5438659,0.02261042,0.112535333,213.6192794,-0.053950443,-1.68E-13,-0.442703631,0.298261443,-0.999283024
3497,0,24.03786414,0.021121899,-0.486009449,212.0098065,0.106023426,2.58E-13,0.168893463,0.396398303,-0.976368921
3498,0,24.53186237,0.019731372,0.197480346,211.5519819,0.025657693,-4.09E-13,0.715978995,0.490192141,-0.954869344
3499,0,25.02586061,0.018432388,0.238446669,210.5224576,0.116314009,6.66E-13,0.989584886,0.578615331,-0.91563376
3500,0,25.51985884,0.017218921,0.233118768,209.3207646,-0.003766683,-1.12E-12,0.885202985,0.660699091,-0.850366226
3501,0,26.01385708,0.016085341,0.218895439,208.1804923,0.064852147,1.92E-12,0.442703631,0.735544093,-0.802119966
3502,0,26.50785532,0.015026388,0.418653679,207.3327826,0.051010021,-3.39E-12,-0.168893463,0.80233032,-0.299020215
3503,0,27.00185355,0.014037149,0.3328671,206.3589761,0.273376037,6.15E-12,-0.715978995,0.860326048,-0.222298881
3504,0,27.49585179,0.013113035,0.322985046,205.3055945,0.296838007,-1.14E-11,-0.989584886,0.908895864,-0.074972117
3505,0,27.98985002,0.012249759,0.414823622,204.3521818,0.32602614,2.18E-11,-0.885202985,0.947507626,0.041748246
3506,0,28.48384826,0.011443316,0.260724385,203.2252758,0.356732208,-4.24E-11,-0.442703631,0.975738297,0.132867868
3507,0,28.97784649,0.010689963,-0.072841354,201.9307596,0.3760643,8.48E-11,0.168893463,0.993278575,0.336772616
3508,0,29.47184473,0.009986206,0.216602779,201.1766565,0.285723835,-1.73E-10,0.715978995,0.999936285,0.412698996
3509,0,29.96584296,0.00932878,-0.215240335,199.7361607,0.261952968,3.62E-10,0.989584886,0.995638483,0.58322031
3510,1,-2,-7,0.383174026,235.6739916,0.098924946,11,0.700419967,-0.475351151,0.083120616
3511,0,-1.662558219,-6.577630763,-0.317306628,241.1999403,0.135405474,21.61404442,0.986172184,-0.380783387,-0.012532126
3512,0,-1.325116438,-6.180746636,0.132170768,249.4709688,-0.02919115,41.71135048,0.895240144,-0.28204368,-0.247348635
3513,0,-0.987674657,-5.807809888,-0.44903088,260.6332202,0.053368597,79.03213868,0.462356798,-0.180213844,-0.585781882
3514,0,-0.650232876,-5.457375569,0.329330445,275.1298371,-0.1101494,146.9723156,-0.14713113,-0.076409548,-0.644749535
3515,0,-0.312791095,-5.128085918,-0.346996815,292.1442865,0.045020357,268.1606381,-0.700419967,0.028231908,-0.749557624
3516,0,0.024650686,-4.818665099,-0.149224494,305.1385596,-0.151804964,479.8677704,-0.986172184,0.132564049,-0.795149874
3517,0,0.362092468,-4.527914256,0.087383219,320.1304119,-0.092877713,841.8761319,-0.895240144,0.23544379,-0.838216266
3518,0,0.699534249,-4.254706872,0.132664985,336.6648875,-0.08371496,1447.441872,-0.462356798,0.33574396,-0.883018089
3519,0,1.03697603,-3.997984401,-0.037310658,354.0930596,0.008349031,2437.807892,0.14713113,0.432365649,-0.921407161
3520,0,1.374417811,-3.756752169,0.080715912,372.5003078,-0.069421135,4020.265281,0.700419967,0.52425025,-0.954083402
3521,0,1.711859592,-3.53007552,-0.320321426,390.6645426,0.028318293,6488.886753,0.986172184,0.610391054,-0.988100289
3522,0,2.049301373,-3.317076191,0.035536181,410.8408578,-0.028345112,10245.67674,0.895240144,0.689844287,-0.998225939
3523,0,2.386743154,-3.116928914,-0.408805052,431.4280423,-0.006375513,15817.99993,0.462356798,0.761739442,-0.999763066
3524,0,2.724184935,-2.928858216,-0.354780078,453.413329,-0.143641901,23865.9422,-0.14713113,0.825288819,-0.985166248
3525,0,3.061626716,-2.752135414,0.067106823,476.8495623,-0.18989682,35171.16598,-0.700419967,0.87979616,-0.951905958
3526,0,3.399068497,-2.586075795,-0.473563735,500.4429977,-0.166520382,50597.59352,-0.986172184,0.92466427,-0.868127946
3527,0,3.736510278,-2.430035958,0.383917597,526.7354891,-0.24758734,71014.89628,-0.895240144,0.959401565,-0.787144808
3528,0,4.073952059,-2.283411324,-0.445354594,552.7410643,-0.115679051,97179.36386,-0.462356798,0.983627455,-0.405282469
3529,0,4.41139384,-2.145633796,0.032909131,581.2994873,-0.192440031,129574.052,0.14713113,0.997076517,-0.068825228
3530,0,4.748835621,-2.016169552,-0.083615377,610.8270598,-0.070785703,168221.1439,0.700419967,0.9996014,0.117515027
3531,0,5.086277403,-1.894516981,0.466422314,642.3668513,-0.109716889,212492.8638,0.986172184,0.991174441,0.473213625
3532,0,5.423719184,-1.780204739,-0.049599551,674.7233299,0.087606706,260960.1156,0.895240144,0.971887968,0.57047804
3533,0,5.761160965,-1.672789923,0.242519739,709.2731417,-0.036120944,311325.933,0.462356798,0.941953286,0.628842403
3534,0,6.098602746,-1.571856351,0.425721604,745.7244359,0.127405061,360488.9999,-0.14713113,0.901698367,0.698543885
3535,0,6.436044527,-1.477012955,-0.052883806,783.299476,0.209080107,404767.2267,-0.700419967,0.851564252,0.783630201
3536,0,6.773486308,-1.387892265,-0.040120677,823.2643806,0.174220827,440282.0544,-0.986172184,0.792100221,0.848099866
3537,0,7.110928089,-1.304148979,0.363234109,865.5696032,0.102464107,463464.882,-0.895240144,0.723957775,0.891206742
3538,0,7.44836987,-1.225458635,-0.259290212,909.1222211,0.205006326,471606.8572,-0.462356798,0.647883495,0.999844642
3539,0,7.785811651,-1.151516345,0.238984788,955.9095162,0.053947696,463344.6587,0.14713113,0.564710868,0.996186805
3540,0,8.123253432,-1.08203562,0.49412014,1004.839634,0.068746074,438969.8936,0.700419967,0.475351151,0.984474219
3541,0,8.460695213,-1.016747254,-0.109152303,1055.508681,0.172888596,400475.3105,0.986172184,0.380783387,0.966802111
3542,0,8.798136994,-0.955398288,-0.396867516,1109.025414,0.10756,351305.0071,0.895240144,0.28204368,0.894293499
3543,0,9.135578775,-0.897751024,-0.087180438,1165.731511,-0.019553297,295845.6334,0.462356798,0.180213844,0.732185702
3544,0,9.473020556,-0.843582108,0.227872054,1225.462481,0.046375956,238761.1523,-0.14713113,0.076409548,0.671552104
3545,0,9.810462338,-0.792681661,0.498780197,1288.131224,0.039100745,184313.9459,-0.700419967,-0.028231908,0.406449936
3546,0,10.14790412,-0.744852468,0.05615223,1353.271229,0.035532726,135815.9067,-0.986172184,-0.132564049,0.302764239
3547,0,10.4853459,-0.699909215,-0.311988342,1421.870258,0.037001,95313.67259,-0.895240144,-0.23544379,-0.236293285
3548,0,10.82278768,-0.65767777,-0.316623677,1494.342399,0.056702414,63545.52197,-0.462356798,-0.33574396,-0.367004718
3549,0,11.16022946,-0.617994504,-0.346725446,1570.407262,0.033488797,40136.11695,0.14713113,-0.432365649,-0.468052278
3550,0,11.49767124,-0.580705666,0.048059195,1650.671176,-0.082695093,23942.20408,0.700419967,-0.52425025,-0.838817873
3551,0,11.83511302,-0.545666779,-0.307572688,1734.252979,-0.152487951,13442.07039,0.986172184,-0.610391054,-0.897228435
3552,0,12.1725548,-0.512742085,-0.457901975,1822.326881,-0.255990399,7075.252986,0.895240144,-0.689844287,-0.92793685
